id,study.name,dint,SD,YofPub,cont.type,outcome,time,treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral
28,Nemati_etal,4.6135844,0.5184302,2019,2,1,2,3,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,1,0,3,2,0,88,1,1,0
28,Nemati_etal,2.3758261,0.3565534,2019,2,1,3,3,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,1,0,3,2,0,88,1,1,0
28,Nemati_etal,5.0930621,0.5608772,2019,2,1,2,3,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,1,0,3,2,1,88,1,1,0
28,Nemati_etal,2.8685424,0.5111568,2019,2,1,3,3,0,1,2,3,1,0,0,0,1,1,1,0,77,1,1,0,99,0,99,1,0,3,2,1,88,1,1,0
29,Nusrat.etal.,-0.2210411,0.2822157,2019,0,1,4,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,1,1,2,1,0,1,0
29,Nusrat.etal.,-0.1870419,0.2986358,2019,0,2,4,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,2,1,2,1,0,1,0
29,Nusrat.etal.,1.5176774,0.330346,2019,0,3,4,2,2,0,2,2,2,99,99,99,0,1,1,0,5,0,1,0,99,99,0,0,1,3,1,2,1,0,1,0
30,Pariyto_Cah.,1.2414784,0.4949606,2016,1,1,1,4,1,0,2,2,2,1,99,99,1,0,1,1,2,0,1,0,2,99,99,0,0,0,0,0,88,2,1,0
30,Pariyto_Cah.,0.0505857,0.4129089,2016,1,1,3,4,1,0,2,2,2,1,99,99,1,0,1,1,2,0,1,0,2,99,99,0,0,0,0,0,88,2,1,0
31,Parreno,0.3399538,0.3494062,2015,1,1,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
31,Parreno,-0.2291886,0.3710675,2015,1,2,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
31,Parreno,0.8055968,0.3655842,2015,1,3,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
31,Parreno,0.0350135,0.3346686,2015,1,4,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,1,88,99,1,0
31,Parreno,0.050964,0.3696244,2015,1,1,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
31,Parreno,1.6658645,0.4184007,2015,1,2,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
31,Parreno,0.5851286,0.3495708,2015,1,3,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
31,Parreno,0.774272,0.3838612,2015,1,4,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,0,88,99,1,0
31,Parreno,2.2151856,0.4342508,2015,1,1,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
31,Parreno,0.6304444,0.3656321,2015,1,2,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
31,Parreno,0.7242867,0.4099033,2015,1,3,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
31,Parreno,1.2481171,0.4043718,2015,1,4,2,4,99,0,2,2,2,1,99,0,1,1,1,0,6,0,1,0,1,99,0,0,1,0,1,2,1,99,1,0
32,Pash.,0.9000682,0.3521914,2017,1,1,1,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
32,Pash.,0.2032657,0.3356701,2017,1,1,3,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
32,Pash.,0.9216269,0.397073,2017,1,1,1,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
32,Pash.,0.1405257,0.3129179,2017,1,1,3,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,0,0
32,Pash.,-0.0758471,0.3313889,2017,1,1,1,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,1,0
32,Pash.,0.0016441,0.3400064,2017,1,1,3,2,1,0,2,2,2,1,2,99,0,0,1,0,7,1,1,0,1,0,99,1,0,0,1,0,88,1,1,0
33,Polio_etal,0.0902697,0.2562736,1998,0,1,2,4,0,1,1,2,2,99,99,1,1,0,1,0,6,0,1,0,99,1,1,2,99,0,0,99,0,99,1,0
33,Polio_etal,0.3222086,0.2530509,1998,0,2,2,4,0,1,1,2,2,99,99,1,1,0,1,0,6,0,1,0,99,1,1,2,99,0,0,99,0,99,1,0
34,Rahimi,0.1282604,0.2998879,2009,1,1,3,3,1,1,2,2,2,1,99,99,99,1,1,0,2,0,0,0,2,99,99,0,99,0,0,2,0,1,1,0
35,Rummel_Bitc.,1.0154921,0.4995291,2015,0,1,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,0,99,2,0
35,Rummel_Bitc.,0.926303,0.4918794,2015,0,1,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,0,0,99,2,0
35,Rummel_Bitc.,1.4079327,0.5384294,2015,0,1,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,0,99,2,0
35,Rummel_Bitc.,0.6507771,0.4657573,2015,0,1,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,2,0,99,2,0
35,Rummel_Bitc.,0.5978469,0.4656231,2015,0,1,2,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,0,99,2,0
35,Rummel_Bitc.,0.8492649,0.4711154,2015,0,1,3,2,1,0,2,3,2,2,99,1,0,0,0,0,6,0,1,0,2,99,99,1,99,3,2,3,0,99,2,0
36,Seiff_ElSak,4.0093611,0.7127632,2017,0,1,2,4,99,0,2,2,2,99,99,99,1,1,1,0,2,0,1,0,99,2,0,4,1,0,0,15,0,99,99,0
37,Sheen_a,0.3857008,0.2787259,2007,0,1,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0
37,Sheen_a,0.5686759,0.2849135,2007,0,1,3,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,0,88,1,0,0
37,Sheen_a,0.3256147,0.2779296,2007,0,1,1,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0
37,Sheen_a,0.8398197,0.3013591,2007,0,1,3,2,1,1,1,2,2,1,99,99,99,99,1,0,6,1,1,0,0,0,0,0,99,1,2,8,88,1,0,0
38,Sheen_b,0.8279999,0.2967704,2010,3,1,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0
38,Sheen_b,0.7615711,0.2917451,2010,3,1,3,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,0,88,0,2,0
38,Sheen_b,0.8854389,0.2982025,2010,3,1,1,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0
38,Sheen_b,1.1292692,0.3086831,2010,3,1,3,1,1,1,1,2,2,1,99,99,0,99,1,0,6,0,1,0,99,0,0,1,99,1,2,8,88,0,2,0
39,Sheen_etal,0.7071197,0.3960213,2009,3,1,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,-0.3736234,0.3370018,2009,3,1,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,0.9267538,0.4002786,2009,3,1,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
39,Sheen_etal,-0.1539893,0.3407137,2009,3,1,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
39,Sheen_etal,0.2861857,0.3606871,2009,0,2,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,0.4743975,0.3802034,2009,0,2,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,0.5058198,0.3657684,2009,0,2,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
39,Sheen_etal,0.6940316,0.3804053,2009,0,2,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,1,0,88,0,1,0
39,Sheen_etal,0.7720833,0.3968449,2009,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
39,Sheen_etal,0.0125607,0.3448212,2009,3,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
39,Sheen_etal,-0.322915,0.5023598,2009,3,3,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,-1.0824376,0.4625964,2009,3,3,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,0.4558268,0.3715847,2009,0,4,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
39,Sheen_etal,0.3870768,0.3643628,2009,0,4,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,0,1,0,88,0,1,0
39,Sheen_etal,-0.6391715,0.4853717,2009,0,4,2,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
39,Sheen_etal,-0.7079216,0.4797386,2009,0,4,3,2,1,1,1,2,2,1,2,99,0,99,0,0,6,0,1,0,99,99,99,4,99,1,2,0,88,0,1,0
40,Shint_Ellis,1.2323605,0.4343458,2013,0,1,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,3,88,1,1,0
40,Shint_Ellis,0.6011111,0.36929,2013,0,1,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,3,88,1,1,0
40,Shint_Ellis,0.0519818,0.378901,2013,0,1,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,0,88,1,1,0
40,Shint_Ellis,0.2509581,0.3681727,2013,0,1,2,1,0,1,1,2,2,1,99,99,1,1,1,0,5,1,1,0,99,0,99,1,99,1,2,0,88,1,1,0
41,Sob_Taybi,0.2483885,0.3711298,2015,0,1,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,0,1,88,1,99,0
41,Sob_Taybi,0.4192391,0.3795776,2015,0,1,2,1,99,0,2,3,99,1,99,99,0,0,1,1,5,0,1,0,99,99,0,4,99,0,1,1,88,1,99,0
42,Stefan_Revesz,-0.4877348,0.2738048,2015,3,1,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
42,Stefan_Revesz,0.1271268,0.2902503,2015,3,1,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
42,Stefan_Revesz,2.0438835,0.3363597,2015,3,2,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
42,Stefan_Revesz,1.8026304,0.3226758,2015,3,2,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,0,88,99,2,0
42,Stefan_Revesz,-0.1259811,0.2631028,2015,3,1,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
42,Stefan_Revesz,0.5082738,0.2903968,2015,3,1,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
42,Stefan_Revesz,1.973196,0.3532502,2015,3,2,1,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
42,Stefan_Revesz,1.8589556,0.3412437,2015,3,2,2,2,0,1,2,1,1,1,99,99,1,1,0,0,7,1,0,0,99,0,99,4,99,1,2,8,88,99,2,0
43,Sun,0.7362874,0.4760037,2013,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,10,2,8,0,0,1,0
43,Sun,0.0949114,0.4321899,2013,1,1,3,3,1,2,2,2,2,1,99,1,1,0,1,0,5,0,0,1,2,0,1,1,99,0,0,3,1,0,1,0
44,Tanveer.etal,1.77505,0.5496324,2018,0,1,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,8,88,99,1,0
44,Tanveer.etal,1.7324003,0.5380831,2018,0,1,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,8,88,99,1,0
44,Tanveer.etal,1.8307764,0.5369669,2018,0,1,1,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,3,88,99,1,0
44,Tanveer.etal,1.3752402,0.5030962,2018,0,1,2,1,99,0,2,1,1,1,99,99,1,1,1,0,5,0,1,0,99,99,99,0,99,10,1,3,88,99,1,0
45,Trscott_Hsu,-0.0827458,0.3377225,2008,0,1,2,3,1,1,2,2,2,1,99,1,0,99,0,1,5,0,1,0,1,99,0,0,99,0,0,1,88,1,1,0
46,VanBe_Jng_Ken,-0.8911023,0.3723679,2008,2,1,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
46,VanBe_Jng_Ken,0.2493989,0.3554762,2008,2,1,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
46,VanBe_Jng_Ken,-1.3161183,0.4220108,2008,0,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
46,VanBe_Jng_Ken,-0.1756171,0.4053818,2008,0,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
46,VanBe_Jng_Ken,-1.0457147,0.3639156,2008,2,3,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
46,VanBe_Jng_Ken,-0.2850271,0.3480894,2008,2,3,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
46,VanBe_Jng_Ken,-0.7674492,0.3721385,2008,0,4,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
46,VanBe_Jng_Ken,-0.0067616,0.3590296,2008,0,4,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
47,VanBe_Jng_KenA,0.8167145,0.2410057,2012,2,1,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
47,VanBe_Jng_KenA,0.1456308,0.2350048,2012,2,1,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
47,VanBe_Jng_KenA,1.1213677,0.2645432,2012,0,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
47,VanBe_Jng_KenA,0.450284,0.2617133,2012,0,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
48,VanBe_Jng_KenB,0.6750936,0.2594695,2012,2,1,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
48,VanBe_Jng_KenB,0.0686021,0.2652838,2012,2,1,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
48,VanBe_Jng_KenB,0.7816304,0.2598421,2012,2,1,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
48,VanBe_Jng_KenB,0.175139,0.2628085,2012,2,1,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
48,VanBe_Jng_KenB,0.4659922,0.2512029,2012,0,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
48,VanBe_Jng_KenB,0.138741,0.2652033,2012,0,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0
48,VanBe_Jng_KenB,0.4843428,0.2525662,2012,0,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
48,VanBe_Jng_KenB,0.1570916,0.2675572,2012,0,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0
49,Wagner,0.4161491,0.3277458,2016,1,1,3,3,1,2,2,1,1,2,0,99,0,0,0,0,2,0,1,0,2,0,99,4,1,0,0,2,1,1,1,0
50,Wang,0.6781531,0.2845246,2017,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,1,88,1,1,0
50,Wang,0.5380784,0.2782868,2017,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,0,88,1,1,0
51,Yu_Cheng,0.6004887,0.2734017,2017,1,1,1,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,1,99,1,2,8,88,0,1,0
51,Yu_Cheng,0.3869611,0.2673044,2017,1,1,2,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,1,99,1,2,8,88,0,1,0
52,Zhang,-0.8209664,0.3146382,2017,0,1,2,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
52,Zhang,-0.7342465,0.3057668,2017,0,1,3,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
