study.name,YofPub,group.name,n,d,t.pair,df,mdif,sdif,stder,mpre,sdpre,mpos,sdpos,r,rev.sign,rev.group,autoreg,post ,control,cont.type,outcome,time, treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length ,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral
Wang ,2017,,35,,,,,,,11,13.45,5.6,10.76,,T,,,1,T,1,1,4,0,88,0,2,2,2,99,3,99,0,0,0,0,2,0,1,0,3,2,99,0,99,88,88,88,88,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu_Cheng,2017,,31,,,,,,,76.03,14.16,76.45,15.52,,,,,1,F,1,1,0,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,1,2,8,88,3,1,0
Yu_Cheng,2017,,31,,,,,,,76.03,14.16,82,11.28,,,,,2,F,1,1,2,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,1,2,8,88,3,1,0
Yu_Cheng,2017,,29,,,,,,,84.24,11.4,78.31,11.24,,,,,1,T,1,1,0,0,88,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,88,88,88,88,3,1,0
Yu_Cheng,2017,,29,,,,,,,84.24,11.4,85.34,9.72,,,,,2,T,1,1,2,0,88,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,14,99,88,88,88,88,3,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang,2017,,30,,,,,,,5.17,1.577,6.97,1.402,,T,,,1,F,0,1,1,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
Zhang,2017,,30,,,,,,,5.17,1.577,6.73,1.081,,T,,,2,F,0,1,3,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0
Zhang,2017,,30,,,,,,,5.07,1.552,5.73,1.388,,T,,,1,T,0,1,1,0,88,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,88,88,88,88,1,2,0
Zhang,2017,,30,,,,,,,5.07,1.552,5.67,1.155,,T,,,2,T,0,1,3,0,88,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,88,88,88,88,1,2,0
